company,company_rating,title,uppers,downers,advice,date,author
"Deloitte
",4,“Mid-level in Advisory Services”,"interesting client opportunities; lots of learning on the fly
","
compensation is low",,"Chicago, IL2014",VERIFIED EMPLOYEE
"Deloitte
",4,“Mid-level in Audit & Assurance”,"Working with a group of similarly talented but restricted individuals
","
No leadership what so ever.",,"Cincinnati, OH2014",VERIFIED EMPLOYEE
"Deloitte
",4,“Mid-level in Audit & Assurance”,"Prestigious and a good starting point.
","
Work life balance is almost nonexistent.
","
Understand that you are starting out at a very good firm that will give you a very good starting point. However, you will find yourself frequently questioning your future with the firm. Not in the sense that you feel you will be let go but moreso whether this career is for you and this will be the case regardless of your rating. A lot of people feel this way that work here. You will think whether all the time spent working is worth the end goal, whether that goal is manager, partner, or just the salary.","Philadelphia, PA2014",VERIFIED EMPLOYEE
"Deloitte
",4,“Experienced in Audit & Assurance”,"Benefits
","
Poor project management (e.g. band-aids and constant emails with requests for various metrics, rather than a structured and well-definied/communicated process that is sustained and successful. A lot of surface-level focus on diversity & inclusion without adequate day-to-day or real life changes in the model. Lastly the regulatory aspect has significantly changed the way we do our jobs. I just completed a seven-week internal inspection which seems to be something that could have been done in 2 weeks but we are so scared of our regulators at this point that we are doing more damage internally than good. Pulling a senior out of the field for 7 weeks to answer questions about $1-2 million items is not logical and does not give me confidence in our leadership.",,"Los Angeles, CA2014",VERIFIED EMPLOYEE
"Deloitte
",4,“Entry-level in Legal”,"
There are no promotion opportunites, no career development or training",,,"Jersey City, NJ2014",VERIFIED EMPLOYEE
"Deloitte
",4,“Mid-level in Audit & Assurance”,"Looks good on the resume.
","
No work life balance. Partners are not good with managing people. The most competent employees leave for industry jobs.
","
Working at this firm will provide significant learning opportunities, however; expect to be undercompensated, be required to teach yourself the important aspects of the job, and be in a difficult and stressful work environment.","San Jose, CA2014",VERIFIED EMPLOYEE
"Deloitte
",4,“Partner/Principal in Tax”,"Stimulating environment and colleagues
","
Work is a 4 letter word.
","
Great training and resume builder. Variety of experiences and opportunities if you stay or go.","Chicago, IL2013",VERIFIED EMPLOYEE
"Deloitte
",4,“Other in Tax”,"Our firms culture and and level of talent is second to none
","
Balancing work/life can be a challenge from time to time
","
I have worked with Deloitte 14 years and wouldn't change anything. I love our culture - our commitment to our clients and our people.","McLean, VA2013",VERIFIED EMPLOYEE
"Deloitte
",4,“Partner/Principal in Tax”,"Talent of colleagues, calibre of clients, and encouragement to be involved in community
","
Stress
","
Work with talented people who will be colleagues for life. Develop a network internally and with clients that will support a successful career.","Columbus, OH2013",VERIFIED EMPLOYEE
"Deloitte
",4,“Partner/Principal in Audit & Assurance”,the culture and people - everyone is committed to doing the right thing and will step in to help another professional,,,2013,VERIFIED EMPLOYEE
"Deloitte
",4,“Executive in Advisory Services”,"prestegious clients, co-workers are all brightest and best in their field,
","
travel can be tough",,"Philadelphia, PA2013",VERIFIED EMPLOYEE
"Deloitte
",4,“Experienced in Tax”,"Great co-workers
","
Demanding busy season.
","
Great firm, really cares about its employees","Philadelphia, PA2013",VERIFIED EMPLOYEE
"Deloitte
",4,“Mid-level in Human Resources”,"Opportunities, people I work with
","
N/A
","
Meet our people, ask what they like and ask what opportunites they have been afforded.","Boston, MA2013",VERIFIED EMPLOYEE
"Deloitte
",4,“Partner/Principal in Tax”,"Challenging work in a positive environment
","
difficult economic times
","
Excellent work life balance and great career opportunities","Phoenix, AZ2013",VERIFIED EMPLOYEE
"Deloitte
",4,“Partner/Principal in Tax”,"Deloitte offers the ability to be flexible with where and when you work and has an incredible network of professionals in all geographies and industries that can help you serve clients successfully.
","
There are times when you can get overwhelmed with competing priorities.
","
Deloitte's training and career development programs are unmatched and the investment in building Deloitte University during a time of great economic turmoil in the US is a testament to that fact. Deloitte is committed to work/life balance for its professionals and the ability to dial-up and down over one's career is extremely beneficial.","Portland, OR2013",VERIFIED EMPLOYEE
"Deloitte
",4,“Other in Audit & Assurance”,"Upward advancement, willingness to help each other, top leadership, distinguished overall reputation among the competitors.
","
None. I can't imagine working anywhere else.
","
Best in class. Period.","Nashville, TN2013",VERIFIED EMPLOYEE
"Deloitte
",4,“Other in Tax”,"The best aspect of working at my firm is the caliber of people I am fortunate enough to surround myself with and learn from. The professionals I work with on a day-to-day basis are the best in the industry at what they do. Expectedly, therefore, my career development has assumed a trajectory that I could not have attained had I started my career at a different firm.
","
The worst aspect of working at my firm is the inability to completely put down work. Although encouraged to do so, it is extremely difficult to completely ?unplug? without feeling that you might be neglecting clients.
","
Deloitte is an excellent place to work. The career development opportunities are countless, the work is challenging yet rewarding, and the client base is the best in the business. However, along with the benefits comes the expectation to work hard.","Costa Mesa, CA2013",VERIFIED EMPLOYEE
"Deloitte
",4,“Mid-level in Tax”,"Compensation, Benefits, Lifestyle, People, Culture, Opportunities
","
Hours",,"Hartford, CT2013",VERIFIED EMPLOYEE
"Deloitte
",4,“Experienced in Audit & Assurance”,"The people
","
The long hours",,"Honolulu, HI2013",VERIFIED EMPLOYEE
"Deloitte
",4,“Experienced in Tax”,"Its culture and commitment to stewardship and promoting from within. It also provides for a flexible work environment whereby working from home, in the office, on the road, etc. is acceptable within reason.
","
The feeling that we are expected to be ""connected"" (i.e. online, checking email, answering IMs, etc.) from early morning to late at night and on the weekends. When the boss is ""connected"" at all hours it sets a tone that I need to be connected as well.
","
Of all of the Big 4 firms, I believe Deloitte offers the best culture and environment to contribute to each professional's success. I believe the partner/director group here is committed to making room for promotions and passing the baton to the younger professionals to become partners/directors at the firm. I feel a genuine interest from the partner/director group in my happiness and work/life balance.","Costa Mesa, CA2013",VERIFIED EMPLOYEE
"Deloitte
",4,“Partner/Principal in Tax”,"Our firm culture, including our formal and informal training, allows for tremendous personal and professional growth.
","
The nature of a professional services firm is that we are constantly on-call by our clients. This is more of an industry specific issue rather than a firm specific issue.
","
Our firm provides an excellent opportunity for professional growth as well as a friendly people-first environment. We fairly compensate our professionals and respect and request their points of view on matters that impact their careers.","Los Angeles, CA2013",VERIFIED EMPLOYEE
"Deloitte
",4,“Entry-level in Audit & Assurance”,"Experiences and education.
","
At times the hours.
","
Deloitte is a great place to propel yourself to a rewarding and challenging career.","Seattle, WA2013",VERIFIED EMPLOYEE
"Deloitte
",4,“Experienced in Tax”,"Working on great clients with a fantastic group of professionals, worldwide.
","
It's public accounting and there is no way to get away from the long hours.
","
Deloitte offers numerous opportunities to grow your career. From a variety of clients and industries to technical training. Most work is now paperless allowing the work to be done from virtually anywhere with an internet connection.","Portland, OR2013",VERIFIED EMPLOYEE
"Deloitte
",4,“Partner/Principal in Tax”,"The incredibly strong centralized network for strategic and technological decisions.
","
Achieving required profit margins.",,"Tulsa, OK2013",VERIFIED EMPLOYEE
