,company,company_rating,title,content,author,year
1194,"Frank Rimerman + Co. LLP
Related Internships:  Frank, Rimerman + Co. LLP's Summer Internship",4.5,diversity_review,"['We have really advanced in racial minorities over this past 5 years. Really happy about that. Proud of our firms developing culture. We donate a lot of food to local food banks, non-profits, donations, annual toy drive.']",Other2019VERIFIED EMPLOYEE,Nan
1195,"Frank Rimerman + Co. LLP
Related Internships:  Frank, Rimerman + Co. LLP's Summer Internship",4.5,diversity_review,"[""Our firm is actively promoting social corporate responsibility through continuous community activities, as well as reoccurring green initiatives through office recycling, composting, energy efficient technology (hardware/software/office renovations/lunch room etiquette). Firm has many women in leadership positions, as well at the partner level. Firm feels very LGBTQ friendly, but I can't speak to the experience of those who identify as LGBT. Firm doesn't often address racial diversity, individuals with disabilities, or veterans.""]",Entry-level in Valuation ServicesSan Francisco,['2019']
1196,"Frank Rimerman + Co. LLP
Related Internships:  Frank, Rimerman + Co. LLP's Summer Internship",4.5,diversity_review,"['Very diverse, plenty of composting and vonlunteering']",Executive in Audit & AssuranceSan Francisco,['2018']
1197,"Frank Rimerman + Co. LLP
Related Internships:  Frank, Rimerman + Co. LLP's Summer Internship",4.5,diversity_review,"['Our firm is welcome to hiring anyone who wants to pursue or even try to pursue accounting. I have worked with people from all different religions, backgrounds, and sexual identification and never once felt or seen any hatred or discrimination towards anyone.', 'As far as giving back - it is in the idea process right now but they want to give ""community hours"" to employees, where we would get paid time off to go and do community service. The focus would be in accounting - so giving an accounting lecture or helping people with taxes etc. Aside from that the firm does participate in a number of volunteer events.']",San Jose,['2018']
1198,"Frank Rimerman + Co. LLP
Related Internships:  Frank, Rimerman + Co. LLP's Summer Internship",4.5,diversity_review,['The company is always doing something to better the community and encourages participation in the work place through various activities and events.'],Entry-level in Valuation ServicesSan Francisco,['2018']
1199,"Frank Rimerman + Co. LLP
Related Internships:  Frank, Rimerman + Co. LLP's Summer Internship",4.5,diversity_review,"[""The firm is regularly carrying out philanthropic efforts, matching contributions, and making sure our collective heart is in the right place. The firm also encourages employees to participate or do the same for areas they are interested in and/or passionate about. I can't say one bad thing about our efforts in these areas as I'm constantly impressed!""]",Experienced in Audit & AssurancePalo Alto,['2018']
1200,"Frank Rimerman + Co. LLP
Related Internships:  Frank, Rimerman + Co. LLP's Summer Internship",4.5,diversity_review,['Candidates should be hired based on merit and are.'],Entry-level in TaxSan Francisco,['2018']
1201,"Frank Rimerman + Co. LLP
Related Internships:  Frank, Rimerman + Co. LLP's Summer Internship",4.5,diversity_review,['Everyone is just a person at this company their are no labels gay or straight. Everyone gets along.'],Entry-level in TaxSan Jose,['2018']
1202,"Frank Rimerman + Co. LLP
Related Internships:  Frank, Rimerman + Co. LLP's Summer Internship",4.5,diversity_review,['Very difficult to integrate green policies into everyday operations.'],San Francisco,['2018']
1203,"Frank Rimerman + Co. LLP
Related Internships:  Frank, Rimerman + Co. LLP's Summer Internship",4.5,diversity_review,['Exceedingly inclusive of individuals from all walks of like and continuously gives back to the community.'],Entry-level in Audit & AssurancePalo Alto,['2018']
1204,"Frank Rimerman + Co. LLP
Related Internships:  Frank, Rimerman + Co. LLP's Summer Internship",4.5,diversity_review,"[""The firm has quite a few female partners, and every female partner that I have met makes up the backbone of our company. They also are huge role models for everyone in the firm, regardless of gender. Frank Rimerman also creates a very inclusive environment where we welcome anyone and everyone to be a part of the team. There are also many opportunities to give back to the community we live in (i.e. food drives, volunteering, sponsoring children's gifts for Christmas, etc.).""]",Entry-level in TaxPalo Alto,['2018']
1205,"Frank Rimerman + Co. LLP
Related Internships:  Frank, Rimerman + Co. LLP's Summer Internship",4.5,diversity_review,"['We are diverse with regard to gender and race/ethnicity. I do not see vets, or persons with disabilities.']",Entry-level in Administrative ServicesSan Francisco,['2018']
1206,"Frank Rimerman + Co. LLP
Related Internships:  Frank, Rimerman + Co. LLP's Summer Internship",4.5,diversity_review,['Firm participates in charitable giving opportunities by matching donations on a regular basis.'],Experienced in Financial Accounts & ReportingPalo Alto,['2018']
1207,"Frank Rimerman + Co. LLP
Related Internships:  Frank, Rimerman + Co. LLP's Summer Internship",4.5,diversity_review,"[""The firm has excellent diversity and opportunities for women. I can't speak to the diversity of LGBT individuals much because I'm not aware of anyone who identifies as LGBT in my office, though I know the firm and my coworkers seem to be very open and tolerant of LGBT people. I would say we are very fortunate that we are in a city that is so diverse, accepting, and open to people of different races, backgrounds, and sexual orientations.""]",Entry-level in TaxSan Francisco,['2018']
1208,"Frank Rimerman + Co. LLP
Related Internships:  Frank, Rimerman + Co. LLP's Summer Internship",4.5,diversity_review,"['Reflective of the progressive nature of the Bay Area. I have never encountered a conversation, let alone a situation, that hinted at judgment related to background, gender, sexual orientation, etc. Very open, welcoming Firm with equal opportunities for all. Environmentally minded with office products, facilities, etc.']",San Francisco,['2018']
1209,"Frank Rimerman + Co. LLP
Related Internships:  Frank, Rimerman + Co. LLP's Summer Internship",4.5,diversity_review,"['The firm is very open and welcoming, an especially great place for women coming in - it doesn\'t feel like an ""old boys club"" here.']",Entry-level in TaxPalo Alto,['2018']
1210,"Frank Rimerman + Co. LLP
Related Internships:  Frank, Rimerman + Co. LLP's Summer Internship",4.5,diversity_review,"[""Our firm is an amazing place to work if you are a female. I don't find there is any differences between being male or female. Everyone is treated as an equal as long as you are willing to work hard and make an effort.""]",Experienced in ConsultingSan Francisco,['2018']
1211,"Frank Rimerman + Co. LLP
Related Internships:  Frank, Rimerman + Co. LLP's Summer Internship",4.5,diversity_review,['Great diversity within the firm and especially with women. The only reason I gave a lower ranking for LGBT diversity is that I am unaware of the sexual orientation of most of the people I work with but they are definitely welcomed in the few cases I do know of.'],Entry-level in TaxPalo Alto,['2018']
1212,"Frank Rimerman + Co. LLP
Related Internships:  Frank, Rimerman + Co. LLP's Summer Internship",4.5,diversity_review,"['The firm accepts people of all race, gender and abilities. The people here are incredibly accepting and genuinely kind. I know that the maternity leave policy could be better, but I think that applies everywhere.']",Mid-levelPalo Alto,['2018']
